TweetID,User,Address,Date,Tweet,Likes
1509597070604177426,plastikman47,no_addr,2022-03-31 18:22:43+00:00,Nice. #bitcoinz @BTCZOfficial @DarkFiberMines #Crypto #CryptoMining #BTCZmining #BTCZ https://t.co/ZhlnytBQYs,23
1509286552219922434,Sil3ntVip3r,no_addr,2022-03-30 21:48:49+00:00,"via @BTCZOfficial: Shouldn't you let them know about your gem ??
ğŸ’ğŸ’ğŸ’
#BTCZ #BitcoinZ
Give answers in tge quoted retweet â¤
#BitcoinZArmy #BTCZmining",2
1508047689992265741,Sil3ntVip3r,no_addr,2022-03-27 11:46:02+00:00,"via @BTCZOfficial: Answers needed in the quoted retweet !
â¤
Thank you #BitcoinZArmy 
#BitcoinZ #BTCZ #BTCZmining",6
